band	start	end	name
chr10	7833617	7833957	OFD1P5Y
chr10	8045377	8055896	CSPG4P1Y
chr10	8051540	8053084	RN7SL445P
chr10	8161259	8162192	LINC02657
chr10	8259330	8260804	OFD1P6Y
chr10	8298896	8301667	RBMY1E
chr10	8472718	8472952	DNM1P24
chr10	8513686	8515106	RBMY1B
chr10	8619932	8620608	RBMY2FP
chr10	8724009	8724288	CSPG4P2Y
chr10	8897988	8914596	RBMY1D
chr10	8970124	8973468	PRYP6
chr10	9275832	9287057	LINC00266-2P
chr10	9721962	9724416	USP9YP2
chr10	9758782	9759237	TRAPPC2P7
chr10	10058721	10063502	USP9YP5
chr10	10174229	10174577	USP9YP1
chr10	10394669	10395737	RNU1-86P
chr10	10784436	10794957	RNU6-1095P
chr10	10798396	11331186	RNU1-41P
chr10	10917879	10935269	RNU6ATAC39P
chr10	10960150	10970816	RNU1-107P
chr10	11030333	11030868	RNU1-40P
chr10	11071540	11105504	RNU1-97P
chr10	11168921	11171376	RNU6-255P
chr10	11316833	11319884	RNU6-1314P
chr10	11395807	11398792	RNU6-889P
chr10	11679674	11680514	TTTY25P
chr10	11849607	11894700	TUBB8
chr10	11920021	12035897	MIR5699
chr10	11923180	11923288	MIR4480
chr10	12068971	12123225	MIR3155A
chr10	12116279	12116379	AKR1C8P
chr10	12129636	12155404	RN7SL198P
chr10	12130759	12130816	MIR548AK
chr10	12165324	12196124	MIR4293
chr10	12244750	12246158	CELF2-DT
chr10	12349481	12835545	NRBF2P5
chr10	12415927	12416000	ELOCP34
chr10	12578752	12578823	ELOCP5
chr10	12877458	12965275	RNU6-6P
chr10	12896624	13001697	CUX2P1
chr10	12924678	12924785	RNU6-88P
chr10	13156683	13158136	RN7SL818P
chr10	13161553	13211104	MIR6078
chr10	13415201	13423133	KDM5DP1
chr10	13438483	13460083	OFD1P16Y
chr10	13511205	13511313	MIR6072
chr10	13591459	13592323	RN7SL725P
chr10	13991814	14007526	TTTY3B
chr10	14074283	14087605	RPS4Y2
chr10	14372000	14377586	LINC00706
chr10	14436575	14436661	MIR3155B
chr10	14518556	14548670	MIR4481
chr10	14986941	14987515	ALOX5
chr10	14999049	15000055	VIM
chr10	15007860	15008884	ZNF37A
chr10	15015369	15021863	SPAG6
chr10	15032226	15065611	APBB1IP
chr10	15077522	15088776	ITGA8
chr10	15093262	15093611	NEBL
chr10	15095384	15097319	MLLT10
chr10	15097179	15104251	BAMBI
chr10	15102583	15109828	MYO3A
chr10	15154801	15155320	WAC
chr10	15171035	15171278	CREM
chr10	15211642	15371059	RAB18
chr10	15237491	15241767	NRP1
chr10	15513948	15720125	HSD17B7P2
chr10	15778169	15818008	PRTFDC1
chr10	16005807	16005923	RASSF4
chr10	16071415	16071809	CXCL12
chr10	16207820	16207927	CUBN
chr10	16278700	16289048	TRDMT1
chr10	16436942	16511256	ARHGAP21
chr10	16476002	16476164	ANKRD26
chr10	16513742	16522005	ACBD5
chr10	16590610	16817383	MTPAP
chr10	16721351	16748377	MAP3K8
chr10	16767234	16767416	CUL2
chr10	16823965	17129817	CCNY
chr10	17137335	17137585	MASTL
chr10	17142253	17201672	KIAA1217
chr10	17214238	17226898	SEPT7P9
chr10	17228258	17237592	LYZL1
chr10	17233324	17234833	PLXDC2
chr10	17318382	17327109	EPC1
chr10	17386935	17408286	STAM
chr10	17403507	17403620	GAD2
chr10	17577361	17578212	ABI1
chr10	17589031	17617377	YME1L1
chr10	17602909	17603127	DNAJC1
chr10	17641283	17643878	COMMD3
chr10	17644124	17715914	MSRB2
chr10	17695708	17700232	PDSS1
chr10	17752251	17800868	FAM171A1
chr10	17809343	17911170	MINDY3
chr10	17845106	17845193	SLC39A12
chr10	17862886	17865471	TMEM236
chr10	17951838	18043292	RSU1
chr10	18001785	18010562	ST8SIA6
chr10	18140676	18543557	PARD3
chr10	18206126	18261192	ANKRD30A
chr10	18513114	18545651	ZEB1
chr10	18531848	18533336	MKX
chr10	18545560	18651622	MPP7
chr10	18659404	18681639	ITGB1
chr10	18735744	18738631	FXYD4
chr10	18746432	18747853	PIP4K2A
chr10	18940500	18940953	ENKUR
chr10	19048770	19734478	GPR158
chr10	19051454	19052170	LYZL2
chr10	19290222	19291480	ZNF37CP
chr10	19489100	19489400	OLAH
chr10	19491071	19491299	RPP38
chr10	19598246	19598463	NMT2
chr10	19633682	19633812	ARMC3
chr10	19710327	19728550	OTUD1
chr10	19747171	19747435	ARHGAP12
chr10	19747822	19748621	MARCH8
chr10	19792997	19793101	DEPP1
chr10	19812371	19816278	C10orf25
chr10	19816238	20280357	ZNF22
chr10	20070804	20091784	RET
chr10	20350048	20351100	BMS1
chr10	20547170	20547422	JCAD
chr10	20551969	20552046	PTER
chr10	20779972	20897602	C1QL3
chr10	20804292	20804577	CACNB2
chr10	20841374	20841560	HACD1
chr10	21028998	21030792	ARL5B
chr10	21110681	21113388	PTF1A
chr10	21125762	21146559	BMI1
chr10	21174013	21175048	ARMC4
chr10	21217890	21218279	ZNF32
chr10	21247751	21248095	HNRNPF
chr10	21321960	21322067	CSGALNACT2
chr10	21340232	21372950	KIF5B
chr10	21394032	21394592	WASHC2C
chr10	21452196	21452412	ZFAND4
chr10	21455235	21455515	ZNF25
chr10	21481715	21481817	C10orf111
chr10	21492657	21497262	ACBD7
chr10	21496561	21496641	FZD8
chr10	21513477	21525682	GJD4
chr10	21524674	21743630	C10orf67
chr10	21564470	21564577	SKIDA1
chr10	21624591	21626286	PTCHD3
chr10	21661634	21661741	OR7E115P
chr10	21756536	22003725	CCNYL2
chr10	21785291	21785587	ZNF438
chr10	21865334	21865921	THNSL1
chr10	21933142	21933438	LINC00839
chr10	22162991	22165794	TMEM72
chr10	22163091	22164306	ZNF33A
chr10	22208813	22210021	ZNF33B
chr10	22218073	22221168	ZNF239
chr10	22225697	22226024	SVIL
chr10	22252071	22254589	ZNF248
chr10	22257785	22258548	ZNF485
chr10	22266990	22267346	RASGEF1A
chr10	22321210	22331484	RNA5SP308
chr10	22332403	22332987	RNA5SP305
chr10	22332586	22332981	RNA5SP307
chr10	22340376	22340615	RNU6-490P
chr10	22345444	22417596	RNU6-1167P
chr10	22361171	22413067	RNU6-666P
chr10	22475454	22478026	RNU6-1244P
chr10	22693952	22694639	RNU6-598P
chr10	22787392	22787499	RNU6-270P
chr10	22928023	23037587	RNU6-1075P
chr10	22997254	22997358	RN7SKP37
chr10	23095505	23122013	RNU6-1141P
chr10	23192326	23194252	CASC10
chr10	23201915	23344845	C10orf113
chr10	23258210	23258545	MALRD1
chr10	23343956	23345181	ST8SIA6-AS1
chr10	23393404	23393467	PPIAP30
chr10	23439457	23442390	RNU6-946P
chr10	24157834	24158781	RNU6-811P
chr10	24275684	24275781	RNU6-413P
chr10	24481179	24483034	RNU6-1207P
chr10	24583608	24723668	RNU6-452P
chr10	24640165	24640284	RNU6-15P
chr10	24848606	24952604	RNU6-306P
chr10	24867644	24868190	RNU6-1067P
chr10	24908521	24908812	MIR604
chr10	24952349	25161236	MIR603
chr10	24953240	24953513	MIR511
chr10	25016657	25026664	PRDX2P2
chr10	25113057	25161236	FAM210CP
chr10	25158071	25176276	HNRNPA1P32
chr10	25174801	25602220	RPL9P21
chr10	25244060	25244854	NIFKP1
chr10	25647569	25648104	ABCD1P2
chr10	25651711	25732935	RPS12P16
chr10	25813810	25813917	MIR938
chr10	25819362	25819426	CCDC7
chr10	25924447	25933710	PPIAP31
chr10	25934070	26212536	SNORD3J
chr10	26216306	26304558	RNU6ATAC11P
chr10	26379033	26387374	MIR1915
chr10	26438202	26567803	RNU6-908P
chr10	26509588	26509704	RNU6-1118P
chr10	26589864	26594330	RN7SKP220
chr10	26647985	26653446	RN7SKP39
chr10	26664205	26676159	RNU6-193P
chr10	26695090	26697625	RNA5SP306
chr10	26714621	26715832	RNU6-847P
chr10	26717634	26718778	RNA5SP304
chr10	26746592	26860892	RNU2-18P
chr10	26790539	26790646	LINC02629
chr10	26931205	26934923	EBLN1
chr10	26991913	27014679	ELOCP30
chr10	27110111	27154420	ZNF32-AS3
chr10	27154823	27186919	NUP35P1
chr10	27193357	27193500	HNRNPRP1
chr10	27195213	27240815	UQCRHP3
chr10	27243129	27250804	LINC02633
chr10	27246349	27251793	OR6D1P
chr10	27258761	27288824	RPSAP10
chr10	27313722	27316587	CCND3P1
chr10	27315119	27315226	SVIL-AS1
chr10	27335500	27335607	TMEM72-AS1
chr10	27343435	27344917	TACC1P1
chr10	27349716	27350290	ZNF33BP1
chr10	27397120	27414368	MTND1P18
chr10	27504173	27542237	ARL6IP1P2
chr10	27564429	27594588	AIFM1P1
chr10	27744785	27767794	PABPC1P12
chr10	27812163	27836163	CKS1BP2
chr10	27904208	27905162	RPL36AP55
chr10	27999787	28049615	SLC39A12-AS1
chr10	28004701	28004932	EIF3LP3
chr10	28289257	28289350	LINC02654
chr10	28303299	28307658	ZNF32-AS1
chr10	28338553	28340942	UBE2V2P1
chr10	28433007	28495813	PARD3-AS1
chr10	28436200	28437078	MRPS21P5
chr10	28442574	28442896	RPL23P11
chr10	28522651	28532743	LINC02628
chr10	28532492	28623112	ZNF25-DT
chr10	28658986	28659467	RPL7P37
chr10	28667918	28668025	HNRNPA3P1
chr10	28677341	28682939	LINC00840
chr10	28743744	28744663	CEP164P1
chr10	28812898	28813139	ACTR3BP5
chr10	28874392	28874507	LINC02630
chr10	28898995	28899484	EIF2AP4
chr10	29289060	29311228	PSME2P6
chr10	29409401	29458400	GPN3P1
chr10	29697934	29698174	SELENOOLP
chr10	29891031	29891467	NPM1P30
chr10	30012799	30059524	GAPDHP45
chr10	30299568	30299673	AMD1P1
chr10	30302825	30306066	RPS19P7
chr10	30309800	30349319	OR7E26P
chr10	30353705	30357365	MTND4P18
chr10	30366063	30366299	EIF4BP2
chr10	30368596	30368665	PABPC1P8
chr10	30383399	30383622	AK3P5
chr10	30403196	30403776	TLK2P2
chr10	30517615	30518861	CICP9
chr10	30555600	30555904	VIM-AS1
chr10	30587705	30591092	RPL37P18
chr10	30655488	30657535	KSR1P1
chr10	30723250	30723740	RPL21P93
chr10	30820206	30923388	LINC01264
chr10	30831827	30833387	NAMPTP1
chr10	30919011	30921235	ITGB1-DT
chr10	31206277	31319691	YWHAZP3
chr10	31259598	31259704	LINC02643
chr10	31360954	31361215	EEF1A1P39
chr10	31362798	31364049	RPL34P19
chr10	31628539	31628599	SPTLC1P1
chr10	31693083	31707388	RSU1P1
chr10	31756041	31756136	LRRC37A6P
chr10	31805403	31928876	MKX-AS1
chr10	31913142	31913754	ANKRD30BP3
chr10	32009009	32056431	ZNF32-AS2
chr10	32056745	32056839	LINC02644
chr10	32102521	32103293	MTND2P16
chr10	32109860	32111666	AGAP10P
chr10	32111643	32111789	CUBNP1
chr10	32173683	32173744	HMGB1P7
chr10	32188322	32188817	C1DP1
chr10	32231848	32232245	LINC01516
chr10	32266288	32269474	RNMTL1P1
chr10	32281685	32282829	TPRKBP1
chr10	32346498	32347179	NEBL-AS1
chr10	32394557	32394665	FAM238B
chr10	32446139	32574560	CAP1P2
chr10	32511335	32511737	VN1R54P
chr10	32887254	32889311	ADIPOR1P1
chr10	32900318	32935558	SS18L2P1
chr10	32944480	32944999	RSU1P2
chr10	32958844	33082102	LINC01517
chr10	33034654	33034924	LUZP4P1
chr10	33035468	33035664	RPS24P13
chr10	33057614	33058407	LINC02634
chr10	33096256	33116672	FAM238A
chr10	33177491	33334636	RPL31P45
chr10	33211276	33213804	ATP6V1G1P4
chr10	33288303	33288601	IATPR
chr10	33341654	33341905	LINC00841
chr10	33759712	33772658	LINC01518
chr10	33864312	33864723	MKNK2P1
chr10	33909237	33917804	GPR158-AS1
chr10	34488582	34488878	EIF3LP2
chr10	34663858	34664101	SLC9B1P3
chr10	34815766	34816386	MTND4LP11
chr10	34875209	34875422	ELOBP4
chr10	34965068	34966259	RPS4XP11
chr10	34969908	34975578	ZNF37BP
chr10	35079597	35079680	CHEK2P5
chr10	35126790	35212125	HSPA8P3
chr10	35210415	35210750	SVIL2P
chr10	35219893	35230598	LINC02632
chr10	35250958	35251052	LINC02623
chr10	35604484	35608022	LINC02658
chr10	35605409	35608935	CUBNP2
chr10	35697299	35698037	ZNF33CP
chr10	35778301	35800920	OR7E110P
chr10	36432881	36434484	LINC00993
chr10	36434709	36435174	CUBNP3
chr10	36438615	36439797	LINC00837
chr10	36521720	36524234	MTND1P21
chr10	36626014	36626138	RPL7AP53
chr10	36940108	36943932	FXYD6P2
chr10	36995022	36995585	VN1R53P
chr10	37125787	37232567	ANKRD54P1
chr10	37240886	37242049	PRPF38AP2
chr10	37248117	37315801	MTND5P17
chr10	37302999	37303109	LINC02659
chr10	37601439	37602974	ZEB1-AS1
chr10	37775370	37784131	LINC02652
chr10	37776525	37857197	DDX10P1
chr10	37794275	37796109	DCLRE1CP1
chr10	37857739	37859110	IGKV1OR10-1
chr10	37883593	37884109	ZNF101P1
chr10	37894636	37896666	MACORIS
chr10	37949571	37976633	FAM21FP
chr10	37976824	37992467	FTLP19
chr10	38010649	38060063	TRIAP1P1
chr10	38043872	38043975	TMEM161BP1
chr10	38068448	38068694	ARMC4P1
chr10	38094367	38360098	RPL21P88
chr10	38137336	38144399	HMGN1P20
chr10	38161569	38161749	RN7SL241P
chr10	38164647	38178030	RN7SL825P
chr10	38247921	38333155	RN7SL63P
chr10	38356379	38378505	RN7SKP241
chr10	38383068	38402593	NSUN6
chr10	38403188	38452153	GOLGA2P6
chr10	38452986	38455365	ZNF487
chr10	38453180	38466176	RN7SL398P
chr10	38601417	38605609	RN7SL314P
chr10	38617254	38617344	DNM1P17
chr10	38635907	38638082	RNU6-632P
chr10	38640970	38689068	RNU6-1170P
chr10	38713194	38719229	RN7SKP132
chr10	38762094	38762491	RNU7-12P
chr10	38783003	38783108	RNA5SP303
chr10	42185338	42185791	RNU6-795P
chr10	42209989	42210383	RNU4ATAC6P
chr10	42242720	42276842	RNU6-885P
chr10	42279733	42281819	RNA5SP309
chr10	42331865	42367974	RNU7-22P
chr10	42408167	42472240	RNU7-193P
chr10	42513509	42552794	RN7SKP219
chr10	42555439	42555724	RNU2-24P
chr10	42566676	42567483	RNU6-1212P
chr10	42574184	42594667	RNU7-77P
chr10	42578499	42578727	RNU6-794P
chr10	42579723	42579858	WAC-AS1
chr10	42583240	42583375	OR13A1
chr10	42605157	42605263	MTRNR2L7
chr10	42694370	42714575	LINC02673
chr10	42725856	42737159	MRC1
chr10	42747543	42748687	STAM-AS1
chr10	42782800	42834937	LINC00838
chr10	42871520	42874060	MIR3156-1
chr10	42979016	42981507	MIR5100
chr10	43077026	43130351	RN7SL847P
chr10	43136823	43138334	MIR4675
chr10	43138485	43185308	MIR3611
chr10	43194534	43229739	COMMD3-BMI1
chr10	43325832	43350792	DUXAP4
chr10	43341785	43341910	DUXAP3
chr10	43385616	43396831	FXYD6P1
chr10	43523255	43525217	HIRAP1
chr10	43630881	43631564	LINC02664
chr10	44282925	44292734	PTCHD3P1
chr10	44370164	44385092	MIR8086
chr10	44811023	44959689	C10orf142
chr10	45127317	45148914	PCAT5
chr10	45147393	45171389	LINC00836
chr10	45151444	45151915	MPP7-DT
chr10	45156774	45176925	LINC02635
chr10	45164013	45164088	MTND1P37
chr10	45164227	45181427	FAM238C
chr10	45187291	45198323	MIR4683
chr10	45188789	45188896	MIR7162
chr10	45812647	45812944	VCL
chr10	45815427	45817324	AIFM2
chr10	45825593	45847473	CCAR1
chr10	45854092	45892483	CHAT
chr10	45856306	45856422	UBE2D1
chr10	45940521	45940851	RHOBTB1
chr10	45972448	46003734	TACR2
chr10	45984609	45984810	SAR1A
chr10	46005087	46023455	DUSP13
chr10	46033306	46046269	SIRT1
chr10	46063249	46063715	HNRNPH3
chr10	46109620	46131358	TSPAN15
chr10	46233884	46273557	H2AFY2
chr10	46286344	46296094	WASHC2A
chr10	46337223	46358714	DDX50
chr10	46369112	46373508	MAPK8
chr10	46370758	46382626	PALD1
chr10	46375626	46391781	UNC5B
chr10	46375751	46537864	CDH23
chr10	46398361	46453306	VSIR
chr10	46415852	46416413	SPOCK2
chr10	46461098	46465881	MICU1
chr10	46549043	46555530	PPP3CB
chr10	46578216	46592062	DKK1
chr10	46582781	46598145	TFAM
chr10	46597917	46612154	CCDC6
chr10	46610473	46652025	DNAJC12
chr10	46632386	46635472	PBLD
chr10	46634910	46635466	NEUROG3
chr10	46648947	46649276	PLAU
chr10	46740570	46751733	SRGN
chr10	46753604	46758198	CHST3
chr10	46759018	46784204	BICC1
chr10	46774420	46776180	ARL4AP1
chr10	46786673	46811989	CISD1
chr10	46807457	46807573	EGR2
chr10	46816515	46832476	ECD
chr10	46870857	46894562	P4HA1
chr10	46911395	47002322	SLC25A16
chr10	47300385	47313547	ZWINT
chr10	47322489	47326270	VPS26A
chr10	47348370	47357875	ARHGAP22
chr10	47365495	47384273	WDFY4
chr10	47460161	47484083	ANXA7
chr10	47484456	47484754	FAM149B1
chr10	47487218	47490407	ASCC1
chr10	47496211	47502195	PLA2G12B
chr10	47501853	47523638	ZNF365
chr10	47517815	47553483	OIT3
chr10	47532351	47532467	ADAMTS14
chr10	47538376	47551954	TET1
chr10	47563603	47569697	DNA2
chr10	47564255	47566016	MYPN
chr10	47581210	47582321	FAM13C
chr10	47588680	47599830	NRBF2
chr10	47689706	47730436	A1CF
chr10	47692398	47692727	HERC4
chr10	47706202	47706802	LRMDA
chr10	47750863	47763592	CAMK2G
chr10	47908063	47991800	DNAJB12
chr10	47918738	47923524	EIF4EBP2
chr10	47970042	47973496	NPFFR1
chr10	47995354	47999791	FRMPD2B
chr10	48009872	48031599	PCDH15
chr10	48040461	48040577	ARID5B
chr10	48050281	48060016	ANK3
chr10	48064307	48119455	IPMK
chr10	48153087	48192938	MCU
chr10	48246524	48248512	CFAP70
chr10	48292698	48293417	ADK
chr10	48306638	48439357	KCNMA1
chr10	48443835	48445820	SUPV3L1
chr10	48446033	48605093	HKDC1
chr10	48510524	48511589	HK1
chr10	48546471	48546713	TYSND1
chr10	48624003	48625093	NODAL
chr10	48664198	48672424	KAT6B
chr10	48684875	48736242	SAMD8
chr10	48745544	48746128	LRRC18
chr10	48878021	48878649	PHYHIPL
chr10	48883954	48935213	SLC16A9
chr10	48909482	48914232	MBL2
chr10	48976553	48993046	REEP3
chr10	48984563	49018897	DRGX
chr10	48985511	48985587	VSTM4
chr10	49014244	49115509	VDAC2
chr10	49121838	49151547	COMTD1
chr10	49131153	49134008	ZNF503
chr10	49154724	49188400	STOX1
chr10	49296111	49298780	DDX21
chr10	49299192	49327487	SHLD2P1
chr10	49364180	49395451	TBATA
chr10	49419276	49472903	SGPL1
chr10	49455367	49476258	PCBD1
chr10	49551307	49552652	ANAPC16
chr10	49609094	49665104	SYNPO2L
chr10	49610300	49612720	NUDT13
chr10	49679650	49696044	MSS51
chr10	49734642	49762323	USP54
chr10	49771840	49773299	NDST2
chr10	49815095	49815562	DDIT4
chr10	49818278	49970203	CDK1
chr10	49909612	49909942	FRMPD2
chr10	49942032	49973477	FAM241B
chr10	49972762	49981370	JMJD1C
chr10	49979664	49979780	FAM170B
chr10	49981419	49988899	CHCHD1
chr10	49988317	50010499	AGAP5
chr10	50021181	50067803	LRRC20
chr10	50025134	50027363	SEC24C
chr10	50067887	50133506	C10orf71
chr10	50150602	50152287	CSTF2T
chr10	50182777	50248610	MYOZ1
chr10	50264977	50266815	LINC00843
chr10	50305585	50623977	C10orf53
chr10	50334537	50336123	ATOH7
chr10	50472813	50474246	TPT1P10
chr10	50590651	50590712	PRF1
chr10	50624950	50641451	PPA1
chr10	50629531	50631075	ADO
chr10	50655966	50660268	RTKN2
chr10	50676742	50686326	MRPS16
chr10	50695591	50695981	FAM133CP
chr10	50705379	50708906	CTNNA3
chr10	50726946	50727969	CABCOCO1
chr10	50739317	50757188	AP3M1
chr10	50799408	50885675	PRKG1
chr10	50822691	50824525	SLC18A3
chr10	50962992	50963358	AGAP4
chr10	50964269	50965220	ASAH2
chr10	50990890	52298350	DUPD1
chr10	51062578	51068553	SHLD2P3
chr10	51244893	51245806	FAM25G
chr10	51302565	51306709	TMEM26
chr10	51319825	51320660	FUT11
chr10	51695486	51699591	OGDHL
chr10	52230741	52301302	COL13A1
chr10	52314295	52317657	PSAP
chr10	52389111	52389488	SLC29A3
chr10	52411134	52413492	LRRTM3
chr10	52450873	52455272	KIF1BP
chr10	52765379	52771700	SGMS1
chr10	52946430	52955585	RNU6-543P
chr10	52973487	52975815	RNA5SP319
chr10	53291071	53311065	RNU6-697P
chr10	53766399	53766614	RNU6-833P
chr10	54599677	54600683	RNU6-673P
chr10	54864673	54869122	RNU6-805P
chr10	55247754	55597233	RUFY2
chr10	55468326	55469222	ASAH2B
chr10	55506218	55513217	AGAP6
chr10	55599302	55600041	TIMM23B
chr10	55667340	55668350	TMEM273
chr10	55746550	55746908	AGAP9
chr10	56357227	56361275	NPY4R
chr10	56595962	56596031	GPRIN2
chr10	57304478	57304559	SYT15
chr10	57513156	57513425	BMS1P1
chr10	57955294	57957178	PTPN20
chr10	58106422	58106879	RNU6-571P
chr10	58191516	58267934	RNU6-883P
chr10	58304552	58305621	MIR606
chr10	58325613	58327030	MIR605
chr10	58334974	58370753	RNU6-1250P
chr10	58385021	58399221	COX20P1
chr10	58513139	58831437	HNRNPA1P33
chr10	58715553	58716257	FAM32CP
chr10	58869183	58869528	DNAJC9
chr10	58999625	59001543	AKR1B10P1
chr10	59088700	59089039	RPL7AP50
chr10	59136624	59138182	RPL31P44
chr10	59176589	59247774	RSU1P3
chr10	59246128	59362550	PGGT1BP1
chr10	59282146	59282835	RPL17P50
chr10	59551403	59551878	RAB5CP1
chr10	59578466	59596363	POLR3DP1
chr10	59650760	59710079	RPSAP6
chr10	59736691	59738573	ZSWIM8
chr10	59788762	59906656	C10orf105
chr10	59955429	59960882	MED28P1
chr10	60026297	60389730	TMEM14DP
chr10	60050667	60059623	DUSP8P4
chr10	60081740	60081854	NPM1P24
chr10	60139911	60140877	DUSP8P3
chr10	60684504	60685209	ANXA2P3
chr10	60734341	60741828	RPL12P8
chr10	60778330	60791969	MIR1296
chr10	60869437	60944247	SNORA11F
chr10	61016274	61026420	MIR548F1
chr10	61406642	61453238	PPP3CB-AS1
chr10	61452638	61481956	C10orf55
chr10	61662960	61766400	RNA5SP317
chr10	61684891	61685388	RN7SKP202
chr10	61781744	61821246	RNU2-72P
chr10	62350005	62350297	CDH23-AS1
chr10	62520447	62672011	LINC02636
chr10	62804856	62808483	NEFMP1
chr10	62811995	62816275	LINC02671
chr10	63110138	63110246	CEP57L1P1
chr10	63133246	63155031	ATP5MC1P8
chr10	63167220	63176555	DYNC1I2P1
chr10	63372956	63373048	RPS6P14
chr10	63427296	63427939	KCNMA1-AS2
chr10	63489460	63489638	ERCC6
chr10	63521362	63625123	RPL21P92
chr10	63634316	63634827	ZNF503-AS1
chr10	63902450	63903245	SGMS1-AS1
chr10	64036344	64037280	MRPL35P3
chr10	64620373	64620922	RPS3AP38
chr10	64762882	64763172	MAPK6P6
chr10	64901135	64924518	RPL7AP51
chr10	65054459	65055003	RPL26P27
chr10	65123666	65141185	TRAF6P1
chr10	65248031	65248792	SLC9A3P3
chr10	65271318	65315080	RPL15P14
chr10	65570337	65681466	MTND1P20
chr10	65912517	67696169	RPLP1P10
chr10	66079242	66118326	RHEBP2
chr10	66837456	66837704	LINC02672
chr10	66926005	67099830	MYL6P3
chr10	67334122	67334882	LINC00845
chr10	67403350	67403410	RPL39P25
chr10	67750283	67751225	PARG
chr10	67793769	67794245	EIF4A2P2
chr10	67808501	67808608	RPS3AP37
chr10	67825309	67825600	MRLN
chr10	67833762	67834081	THAP12P3
chr10	67858817	67858871	LINC01515
chr10	68007717	68008017	RPL13AP19
chr10	68010204	68010862	ACTBP14
chr10	68106116	68212012	CALM2P2
chr10	68158078	68158408	RPS15AP28
chr10	68260556	68261499	RPL26P6
chr10	68331173	68342273	RPL21P89
chr10	68341106	68406950	RHEBP1
chr10	68424559	68424997	CTSLP4
chr10	68461406	68461525	RPL35AP24
chr10	68477998	68480764	RPL5P26
chr10	68560655	68694482	YY1P1
chr10	68632370	68632727	MTATP6P23
chr10	68674355	68675100	FAM25E
chr10	68698499	68700794	LNCAROD
chr10	68721011	68742408	MTND2P15
chr10	68755171	68755238	BEND3P1
chr10	68759317	68759414	RPS26P40
chr10	68827540	68893060	SNRPEP8
chr10	68846804	68846911	HMGN2P34
chr10	68896919	68900768	SHQ1P1
chr10	68956127	68985073	MRPL35P2
chr10	68991136	68991707	RPS25P9
chr10	69088105	69104541	RPS26P42
chr10	69161529	69161906	NUTM2HP
chr10	69180231	69209098	ATP5MC1P7
chr10	69215332	69232490	SLC9A3P1
chr10	69265341	69268148	RPS12P17
chr10	69269983	69401884	TMEM256P1
chr10	69300431	69300817	HMGA1P5
chr10	69403902	69409282	LINC02640
chr10	69432971	69433371	LINC02625
chr10	69575806	69577154	RPL17P35
chr10	69589879	69590355	KRT19P4
chr10	69594040	69594932	TATDN1P1
chr10	69595486	69596436	ALDH7A1P4
chr10	69630250	69633112	FAM170B-AS1
chr10	69684898	69692452	LINC02621
chr10	69778961	69779838	RPL26P29
chr10	70052795	70112280	DUSP8P5
chr10	70137980	70144835	MRPL50P4
chr10	70147288	70170523	DBF4P1
chr10	70163684	70164124	MTCO1P23
chr10	70198987	70199239	FAM21EP
chr10	70202829	70233427	LINC02651
chr10	70247328	70283676	MTCO2P23
chr10	70389425	70390626	PRELID1P3
chr10	70404378	70428618	LINC01553
chr10	70478820	70568449	C10orf71-AS1
chr10	70485335	70486325	POU5F1P5
chr10	70597347	70602687	KCNMA1-AS1
chr10	70771238	70785401	PRKG1-AS1
chr10	70815960	70820484	DNAJC9-AS1
chr10	70882279	70885899	SPA17P1
chr10	70939052	70955641	TIMM9P1
chr10	71212569	71302864	CCDC58P2
chr10	71319258	71363385	GAPDHP21
chr10	71364242	71366374	RPS26P41
chr10	71396933	71732417	DNAJC19P1
chr10	71508152	71511873	ZNF503-AS2
chr10	71711701	71719821	TMEM26-AS1
chr10	71747558	71773498	UNC5B-AS1
chr10	71816297	71851375	PPIAP13
chr10	71844734	71844794	LINC00844
chr10	72053293	72054037	RNA5SP311
chr10	72059034	72088773	RNU7-38P
chr10	72096031	72216109	RNU7-107P
chr10	72189940	72190576	RNA5SP310
chr10	72215999	72235858	PARGP1
chr10	72220751	72220852	RN7SL394P
chr10	72273919	72276036	RN7SL591P
chr10	72367326	72626191	BMS1P4
chr10	72391963	72392069	AGAP13P
chr10	72467748	72473304	ARHGAP22-IT1
chr10	72483244	72483812	MTRNR2L5
chr10	72501745	72502956	GLUD1P3
chr10	72560263	72560456	BMS1P2
chr10	72636496	72636765	RNA5SP320
chr10	72643010	72644650	RN7SKP196
chr10	72654164	72654276	RNU6-523P
chr10	72692130	72887694	RNA5SP315
chr10	72721028	72721100	RNA5SP318
chr10	72730556	72731175	RNU6-687P
chr10	72756397	72757016	RNA5SP312
chr10	72893580	72933033	ANK3-DT
chr10	72935169	72954778	LINC02622
chr10	73071294	73074008	ANTXRLP1
chr10	73082493	73082595	MSMB
chr10	73098043	73101297	GDF2
chr10	73110374	73126657	AGAP7P
chr10	73124572	73125405	RPL35AP25
chr10	73126079	73126207	ANXA8L1
chr10	73168165	73244504	NPY4R2
chr10	73183361	73245981	MIR3924
chr10	73192222	73192325	MIR4294
chr10	73199825	73201225	AGAP12P
chr10	73247359	73276984	ANXA8
chr10	73248842	73252625	RBP3
chr10	73252790	73254349	TIMM23
chr10	73253758	73358859	GLUD1P2
chr10	73279061	73279168	RN7SL518P
chr10	73346935	73347048	GLUD1P8
chr10	73375100	73414067	SNORA74C-1
chr10	73381432	73383496	ZNF488
